"","Node","Species","Life_Stage","sp_code","Node_Class"
"130","F57C","Willow","Seedling","Willow_Seedling","High"
"131","GLEN","Willow","Seedling","Willow_Seedling","Partial"
"132","LA11","Willow","Seedling","Willow_Seedling","High"
"133","LA14","Willow","Seedling","Willow_Seedling","High"
"134","LA2","Willow","Seedling","Willow_Seedling","High"
"135","LA20","Willow","Seedling","Willow_Seedling","High"
"136","LA202","Willow","Seedling","Willow_Seedling","High"
"137","LA3","Willow","Seedling","Willow_Seedling","Low"
"138","LA8","Willow","Seedling","Willow_Seedling","High"
"139","F319","Willow","Seedling","Willow_Seedling","Low"
"140","F34D","Willow","Seedling","Willow_Seedling","Low"
"141","F37BHigh","Willow","Seedling","Willow_Seedling","High"
"142","F45B","Willow","Seedling","Willow_Seedling","High"
"143","LA1","Willow","Seedling","Willow_Seedling","Low"
"144","LA13","Willow","Seedling","Willow_Seedling","Low"
