Type,Species,Life_Stage,Hydraulic,Node,ProbabilityThreshold,Position,Limits,Unit,Q_Calculation,TimePeriod,bottom_type,MaxPercentage,MeanPercentage
Hydraulic_limit,Cladophora,Adult,Depth,F319,Low,MC,318.18,cm,Q >= min_limit & Q <= newx1a,critical,Concrete,100,99.3985273783342
Hydraulic_limit,Cladophora,Adult,Depth,F319,Medium,MC,186.73,cm,Q >= min_limit & Q <= newx2a,critical,Concrete,100,99.3985273783342
Hydraulic_limit,Cladophora,Adult,Depth,F319,High,MC,80.6,cm,Q >= min_limit & Q <= newx3a,critical,Concrete,100,99.3985273783342
Q_limit,Cladophora,Adult,Velocity,F319,Low,MC,122.73,m,Q >= newx1a,critical,Concrete,98.9953191003539,29.9080676597392
Q_limit,Cladophora,Adult,Velocity,F319,Medium,MC,266.54,m,Q >= newx2a,critical,Concrete,98.9953191003539,29.9080676597392
Q_limit,Cladophora,Adult,Velocity,F319,High,MC,486.27,m,Q >= newx3a,critical,Concrete,98.9953191003539,29.9080676597392
Hydraulic_limit,Cladophora,Adult,Velocity,F319,Low,MC,0.39,m,Q >= newx1a,critical,Concrete,98.9953191003539,29.9080676597392
Hydraulic_limit,Cladophora,Adult,Velocity,F319,Medium,MC,0.55,m,Q >= newx2a,critical,Concrete,98.9953191003539,29.9080676597392
Hydraulic_limit,Cladophora,Adult,Velocity,F319,High,MC,0.7,m,Q >= newx3a,critical,Concrete,98.9953191003539,29.9080676597392
Q_limit,Cladophora,Adult,Depth,F34D,Low,MC,59.74,cm,Q >= newx1a,critical,Concrete,100,99.788114885143
Q_limit,Cladophora,Adult,Depth,F34D,Medium,MC,24022.99,cm,Q >= min_limit & Q <= newx2a,critical,Concrete,100,99.788114885143
Q_limit,Cladophora,Adult,Depth,F34D,High,MC,4516.24,cm,Q >= min_limit & Q <= newx3a,critical,Concrete,100,99.788114885143
Hydraulic_limit,Cladophora,Adult,Depth,F34D,Low,MC,26,cm,Q >= newx1a,critical,Concrete,100,99.788114885143
Hydraulic_limit,Cladophora,Adult,Depth,F34D,Medium,MC,186.73,cm,Q >= min_limit & Q <= newx2a,critical,Concrete,100,99.788114885143
Hydraulic_limit,Cladophora,Adult,Depth,F34D,High,MC,80.6,cm,Q >= min_limit & Q <= newx3a,critical,Concrete,100,99.788114885143
Q_limit,Cladophora,Adult,Velocity,F34D,Low,MC,59.74,m,Q >= newx1a,critical,Concrete,100,81.9738504828753
Q_limit,Cladophora,Adult,Velocity,F34D,Medium,MC,80.01,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Concrete,100,81.9738504828753
Q_limit,Cladophora,Adult,Velocity,F34D,Medium,MC,138.17,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Concrete,100,81.9738504828753
Q_limit,Cladophora,Adult,Velocity,F34D,High,MC,79.97,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Concrete,100,81.9738504828753
Q_limit,Cladophora,Adult,Velocity,F34D,High,MC,234.77,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Concrete,100,81.9738504828753
Hydraulic_limit,Cladophora,Adult,Velocity,F34D,Low,MC,0.42,m,Q >= newx1a,critical,Concrete,100,81.9738504828753
Hydraulic_limit,Cladophora,Adult,Velocity,F34D,Medium,MC,0.55,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Concrete,100,81.9738504828753
Hydraulic_limit,Cladophora,Adult,Velocity,F34D,High,MC,0.7,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Concrete,100,81.9738504828753
Q_limit,Cladophora,Adult,Depth,F37BHigh,Low,MC,0.84,cm,Q >= newx1a,critical,Soft,18.015755223199,11.5125777708873
Q_limit,Cladophora,Adult,Depth,F37BHigh,Medium,MC,2899.84,cm,Q >= min_limit & Q <= newx2a,critical,Soft,18.015755223199,11.5125777708873
Q_limit,Cladophora,Adult,Depth,F37BHigh,High,MC,564.34,cm,Q >= min_limit & Q <= newx3a,critical,Soft,18.015755223199,11.5125777708873
Hydraulic_limit,Cladophora,Adult,Depth,F37BHigh,Low,MC,0,cm,Q >= newx1a,critical,Soft,18.015755223199,11.5125777708873
Hydraulic_limit,Cladophora,Adult,Depth,F37BHigh,Medium,MC,186.88,cm,Q >= min_limit & Q <= newx2a,critical,Soft,18.015755223199,11.5125777708873
Hydraulic_limit,Cladophora,Adult,Depth,F37BHigh,High,MC,80.6,cm,Q >= min_limit & Q <= newx3a,critical,Soft,18.015755223199,11.5125777708873
Q_limit,Cladophora,Adult,Velocity,F37BHigh,Low,MC,200.03,m,Q >= newx1a,critical,Soft,1.29010160977281,0.268466311899499
Q_limit,Cladophora,Adult,Velocity,F37BHigh,Medium,MC,407.18,m,Q >= newx2a,critical,Soft,1.29010160977281,0.268466311899499
Q_limit,Cladophora,Adult,Velocity,F37BHigh,High,MC,701.49,m,Q >= newx3a,critical,Soft,1.29010160977281,0.268466311899499
Hydraulic_limit,Cladophora,Adult,Velocity,F37BHigh,Low,MC,0.39,m,Q >= newx1a,critical,Soft,1.29010160977281,0.268466311899499
Hydraulic_limit,Cladophora,Adult,Velocity,F37BHigh,Medium,MC,0.55,m,Q >= newx2a,critical,Soft,1.29010160977281,0.268466311899499
Hydraulic_limit,Cladophora,Adult,Velocity,F37BHigh,High,MC,0.7,m,Q >= newx3a,critical,Soft,1.29010160977281,0.268466311899499
Q_limit,Cladophora,Adult,Depth,F37BLow,Low,LOB,713.43,cm,Q >= min_limit & Q <= newx1a,critical,Soft,1.29010160977281,0.410672349505845
Q_limit,Cladophora,Adult,Depth,F37BLow,Low,MC,567.04,cm,Q >= min_limit & Q <= newx1a,critical,Soft,7.26110286562393,4.29455478708979
Q_limit,Cladophora,Adult,Depth,F37BLow,Low,ROB,469.64,cm,Q >= min_limit & Q <= newx1a,critical,Soft,30.3116794154584,7.09567123469799
Q_limit,Cladophora,Adult,Depth,F37BLow,Medium,LOB,277.99,cm,Q >= min_limit & Q <= newx2a,critical,Soft,1.29010160977281,0.410672349505845
Q_limit,Cladophora,Adult,Depth,F37BLow,Medium,MC,261.1,cm,Q >= min_limit & Q <= newx2a,critical,Soft,7.26110286562393,4.29455478708979
Q_limit,Cladophora,Adult,Depth,F37BLow,Medium,ROB,246.62,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,30.3116794154584,7.09567123469799
Q_limit,Cladophora,Adult,Depth,F37BLow,Medium,ROB,304.29,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,30.3116794154584,7.09567123469799
Q_limit,Cladophora,Adult,Depth,F37BLow,High,LOB,211.27,cm,Q >= min_limit & Q <= newx3a,critical,Soft,1.29010160977281,0.410672349505845
Q_limit,Cladophora,Adult,Depth,F37BLow,High,MC,184.47,cm,Q >= min_limit & Q <= newx3a,critical,Soft,7.26110286562393,4.29455478708979
Q_limit,Cladophora,Adult,Depth,F37BLow,High,ROB,157.77,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,30.3116794154584,7.09567123469799
Q_limit,Cladophora,Adult,Depth,F37BLow,High,ROB,300.55,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,30.3116794154584,7.09567123469799
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,Low,LOB,318.17,cm,Q >= min_limit & Q <= newx1a,critical,Soft,1.29010160977281,0.410672349505845
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,Low,MC,318.17,cm,Q >= min_limit & Q <= newx1a,critical,Soft,7.26110286562393,4.29455478708979
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,Low,ROB,318.17,cm,Q >= min_limit & Q <= newx1a,critical,Soft,30.3116794154584,7.09567123469799
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,Medium,LOB,186.73,cm,Q >= min_limit & Q <= newx2a,critical,Soft,1.29010160977281,0.410672349505845
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,Medium,MC,186.73,cm,Q >= min_limit & Q <= newx2a,critical,Soft,7.26110286562393,4.29455478708979
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,Medium,ROB,186.73,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,30.3116794154584,7.09567123469799
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,Medium,ROB,186.73,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,30.3116794154584,7.09567123469799
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,High,LOB,80.6,cm,Q >= min_limit & Q <= newx3a,critical,Soft,1.29010160977281,0.410672349505845
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,High,MC,80.6,cm,Q >= min_limit & Q <= newx3a,critical,Soft,7.26110286562393,4.29455478708979
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,High,ROB,80.6,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,30.3116794154584,7.09567123469799
Hydraulic_limit,Cladophora,Adult,Depth,F37BLow,High,ROB,80.6,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,30.3116794154584,7.09567123469799
Q_limit,Cladophora,Adult,Velocity,F37BLow,Low,LOB,2754.94,m,Q >= newx1a,critical,Soft,0.0114155251141553,5.43596434007395e-4
Q_limit,Cladophora,Adult,Velocity,F37BLow,Low,MC,7.8,m,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,7.76344331544697,3.47535918817299
Q_limit,Cladophora,Adult,Velocity,F37BLow,Low,ROB,27.34,m,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,4.29272748030597,1.33805648127566
Q_limit,Cladophora,Adult,Velocity,F37BLow,Low,MC,1930.22,m,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,7.76344331544697,3.47535918817299
Q_limit,Cladophora,Adult,Velocity,F37BLow,Low,ROB,2956.08,m,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,4.29272748030597,1.33805648127566
Q_limit,Cladophora,Adult,Velocity,F37BLow,Medium,MC,10.72,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,7.76344331544697,3.47535918817299
Q_limit,Cladophora,Adult,Velocity,F37BLow,Medium,ROB,45.95,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,4.29272748030597,1.33805648127566
Q_limit,Cladophora,Adult,Velocity,F37BLow,Medium,MC,3088.55,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,7.76344331544697,3.47535918817299
Q_limit,Cladophora,Adult,Velocity,F37BLow,Medium,ROB,211.78,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,4.29272748030597,1.33805648127566
Q_limit,Cladophora,Adult,Velocity,F37BLow,High,MC,23.32,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,7.76344331544697,3.47535918817299
Q_limit,Cladophora,Adult,Velocity,F37BLow,High,ROB,71.93,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,4.29272748030597,1.33805648127566
Q_limit,Cladophora,Adult,Velocity,F37BLow,High,MC,139.22,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,7.76344331544697,3.47535918817299
Q_limit,Cladophora,Adult,Velocity,F37BLow,High,ROB,184.21,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,4.29272748030597,1.33805648127566
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,Low,LOB,0.39,m,Q >= newx1a,critical,Soft,0.0114155251141553,5.43596434007395e-4
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,Low,MC,0.39,m,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,7.76344331544697,3.47535918817299
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,Low,ROB,0.39,m,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,4.29272748030597,1.33805648127566
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,Low,MC,0.39,m,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,7.76344331544697,3.47535918817299
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,Low,ROB,0.39,m,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,4.29272748030597,1.33805648127566
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,Medium,MC,0.55,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,7.76344331544697,3.47535918817299
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,Medium,ROB,0.55,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,4.29272748030597,1.33805648127566
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,Medium,MC,0.55,m,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,7.76344331544697,3.47535918817299
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,High,MC,0.7,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,7.76344331544697,3.47535918817299
Hydraulic_limit,Cladophora,Adult,Velocity,F37BLow,High,ROB,0.7,m,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,4.29272748030597,1.33805648127566
Q_limit,Cladophora,Adult,Depth,F45B,Low,MC,10789.02,cm,Q >= min_limit & Q <= newx1a,critical,Concrete,3.98447311336911,2.36353077972411
Q_limit,Cladophora,Adult,Depth,F45B,Medium,MC,3268.49,cm,Q >= min_limit & Q <= newx2a,critical,Concrete,3.98447311336911,2.36353077972411
Q_limit,Cladophora,Adult,Depth,F45B,High,MC,997.21,cm,Q >= min_limit & Q <= newx3a,critical,Concrete,3.98447311336911,2.36353077972411
Hydraulic_limit,Cladophora,Adult,Depth,F45B,Low,MC,318.22,cm,Q >= min_limit & Q <= newx1a,critical,Concrete,3.98447311336911,2.36353077972411
Hydraulic_limit,Cladophora,Adult,Depth,F45B,Medium,MC,186.73,cm,Q >= min_limit & Q <= newx2a,critical,Concrete,3.98447311336911,2.36353077972411
Hydraulic_limit,Cladophora,Adult,Depth,F45B,High,MC,81.35,cm,Q >= min_limit & Q <= newx3a,critical,Concrete,3.98447311336911,2.36353077972411
Q_limit,Cladophora,Adult,Velocity,F45B,Low,MC,16.01,m,Q >= newx1a,critical,Concrete,4.21232876712329,2.183897548379
Q_limit,Cladophora,Adult,Velocity,F45B,Medium,MC,21.05,m,Q >= newx2a,critical,Concrete,4.21232876712329,2.183897548379
Q_limit,Cladophora,Adult,Velocity,F45B,High,MC,38.42,m,Q >= newx3a,critical,Concrete,4.21232876712329,2.183897548379
Hydraulic_limit,Cladophora,Adult,Velocity,F45B,Low,MC,0.3,m,Q >= newx1a,critical,Concrete,4.21232876712329,2.183897548379
Hydraulic_limit,Cladophora,Adult,Velocity,F45B,Medium,MC,0.55,m,Q >= newx2a,critical,Concrete,4.21232876712329,2.183897548379
Hydraulic_limit,Cladophora,Adult,Velocity,F45B,High,MC,0.7,m,Q >= newx3a,critical,Concrete,4.21232876712329,2.183897548379
Q_limit,Cladophora,Adult,Depth,F57C,Low,LOB,19677.49,cm,Q >= min_limit & Q <= newx1a,critical,Soft,100,99.2116194263715
Q_limit,Cladophora,Adult,Depth,F57C,Low,MC,21363.04,cm,Q >= min_limit & Q <= newx1a,critical,Soft,100,99.3719018600283
Q_limit,Cladophora,Adult,Depth,F57C,Low,ROB,28967.56,cm,Q >= min_limit & Q <= newx1a,critical,Soft,4.66948281767325,1.93922539546246
Q_limit,Cladophora,Adult,Depth,F57C,Medium,LOB,6340.32,cm,Q >= min_limit & Q <= newx2a,critical,Soft,100,99.2116194263715
Q_limit,Cladophora,Adult,Depth,F57C,Medium,MC,7639.09,cm,Q >= min_limit & Q <= newx2a,critical,Soft,100,99.3719018600283
Q_limit,Cladophora,Adult,Depth,F57C,Medium,ROB,13674.25,cm,Q >= min_limit & Q <= newx2a,critical,Soft,4.66948281767325,1.93922539546246
Q_limit,Cladophora,Adult,Depth,F57C,High,LOB,666.86,cm,Q >= min_limit & Q <= newx3a,critical,Soft,100,99.2116194263715
Q_limit,Cladophora,Adult,Depth,F57C,High,MC,999.74,cm,Q >= min_limit & Q <= newx3a,critical,Soft,100,99.3719018600283
Q_limit,Cladophora,Adult,Depth,F57C,High,ROB,3888.68,cm,Q >= min_limit & Q <= newx3a,critical,Soft,4.66948281767325,1.93922539546246
Hydraulic_limit,Cladophora,Adult,Depth,F57C,Low,LOB,318.19,cm,Q >= min_limit & Q <= newx1a,critical,Soft,100,99.2116194263715
Hydraulic_limit,Cladophora,Adult,Depth,F57C,Low,MC,318.17,cm,Q >= min_limit & Q <= newx1a,critical,Soft,100,99.3719018600283
Hydraulic_limit,Cladophora,Adult,Depth,F57C,Low,ROB,318.49,cm,Q >= min_limit & Q <= newx1a,critical,Soft,4.66948281767325,1.93922539546246
Hydraulic_limit,Cladophora,Adult,Depth,F57C,Medium,LOB,186.73,cm,Q >= min_limit & Q <= newx2a,critical,Soft,100,99.2116194263715
Hydraulic_limit,Cladophora,Adult,Depth,F57C,Medium,MC,186.73,cm,Q >= min_limit & Q <= newx2a,critical,Soft,100,99.3719018600283
Hydraulic_limit,Cladophora,Adult,Depth,F57C,Medium,ROB,186.73,cm,Q >= min_limit & Q <= newx2a,critical,Soft,4.66948281767325,1.93922539546246
Hydraulic_limit,Cladophora,Adult,Depth,F57C,High,LOB,80.6,cm,Q >= min_limit & Q <= newx3a,critical,Soft,100,99.2116194263715
Hydraulic_limit,Cladophora,Adult,Depth,F57C,High,MC,80.65,cm,Q >= min_limit & Q <= newx3a,critical,Soft,100,99.3719018600283
Hydraulic_limit,Cladophora,Adult,Depth,F57C,High,ROB,80.6,cm,Q >= min_limit & Q <= newx3a,critical,Soft,4.66948281767325,1.93922539546246
Q_limit,Cladophora,Adult,Velocity,F57C,Low,LOB,26.23,m,Q >= newx1a,critical,Soft,100,99.570650777653
